text,Toxic/Indecent,Medical/Biological,Multiple Meanings,Related to LGBT/Other,sentence_length
Спазваме добра хигиена и досега не е имало никакви проблеми.,0,0,0,0,60
"Преди няколко дни забелязах, че по бельото му има белезникави петна като капчици, той ми каза, че понякога когато ходи по малка нужда не се изтръсква хубаво и че не усеща нито болка или парене, нито дискомфорт.",0,0,0,0,210
Днес сутринта обаче когато си сменяше бельото по него имаше бели петна.,0,0,0,0,71
"Може ли да ме насочите от какво може да е това, трябва ли да посетим лекар и ако да какъв да е?",0,0,0,0,95
Ще съм благодарна на всяка информация,0,0,0,0,37
"Подробна информация за менопаузата може да прочетете в секцията ""Здравни проблеми"" на сайта: МенопаузаПодробна информация за безплодието може да прочетете в секцията ""Здравни проблеми"" на сайта: БезплодиеПовече информация за д-р Йорданова можете да откриете в справочника на Фрамар.",0,0,0,0,282
Тогава бях на 39 г.а на тази възраст е много рано за менопауза.Нямах характерните симптоми за т.н критическа възраст - просто спря.,0,0,0,0,131
"Направих си изследване на щитовидната жлеза, гинекологични прегледи, на дебелото черво и за диабет.",0,0,0,0,99
Оказа се че съм в прекрасно здраве.,0,0,0,0,35
Уморих се да посещавам кабинети и никой да не може да установи какво ми е.,0,0,0,0,74
Преди 4 години започнах бавно и сигурно да напълнявам за тези 4 години качих 8 килограма.,0,0,0,0,89
Живея с мисълта за предстоящи не личими болести.,0,0,0,0,48
"Моля, помогнете какъв специалист да посетя?",0,0,0,0,43
Тогава бях на 39 г.а на тази възраст е много рано за менопауза.Нямах характерните симптоми за т.н критическа възраст - просто спря.,0,0,0,0,131
"Направих си изследване на щитовидната жлеза, гинекологични прегледи, на дебелото черво и за диабет.",0,0,0,0,99
Оказа се че съм в прекрасно здраве.,0,0,0,0,35
Уморих се да посещавам кабинети и никой да не може да установи какво ми е.,0,0,0,0,74
Преди 4 години започнах бавно и сигурно да напълнявам за тези 4 години качих 8 килограма.,0,0,0,0,89
Живея с мисълта за предстоящи не личими болести.,0,0,0,0,48
"Моля, помогнете какъв специалист да посетя?Уважаема Arin,Отпадането на яйчниковата функция може да настъпи и по-рано от очакваното.",0,0,0,0,131
"Причините за това могат да бъдат различни - генетични дефекти, някои заболявания, инфекции, лекарства, тютюнопушене и други.",0,0,0,0,124
За да се разбере дали сте с преждевременна яйчникова недостатъчност е необходимо да се направят кръвни тестове.,0,0,0,0,111
Не винаги може да се установи причината за ранното отпадане на яйчниковата функция.,0,0,0,0,83
"Даже и да се докаже, че нямате повече яйчникови резерви това не е страшна болест.",0,0,0,0,81
1 на всеки 100 жени на възраст между 30-39 год е засегнати от преждевременна яйчникова недостатъчност.,0,0,0,0,102
Излиза ми на свивката между крака и големите срамни устни.,0,0,0,0,58
Прилича на гнойна пъпка и като набере достатъчно и като се стисне излиза гной много.,0,0,0,0,84
"Правила съм какво ли не,всички видове бабини рецепти до хирургическа намеса,тя помогна за няколко месеца,но сега отново се е появило и са вече две на същото положение от другата страна и между големите и малките срамни устни.",0,0,0,0,225
"По време на хирургическата намеса доктора ми каза,че е като ""октопод"".",0,0,0,0,70
"Гинеколог пък ми каза,че ще изчезне като ми спре цикъла.",0,0,0,0,56
"Може ли да ми кажете какво да правя или на какъв доктор да отида,за да престане тази мъка.",0,0,0,0,90
Благодаря Ви!,0,0,0,0,13
Излиза ми на свивката между крака и големите срамни устни.,0,0,0,0,58
Прилича на гнойна пъпка и като набере достатъчно и като се стисне излиза гной много.,0,0,0,0,84
"Правила съм какво ли не,всички видове бабини рецепти до хирургическа намеса,тя помогна за няколко месеца,но сега отново се е появило и са вече две на същото положение от другата страна и между големите и малките срамни устни.",0,0,0,0,225
"По време на хирургическата намеса доктора ми каза,че е като ""октопод"".",0,0,0,0,70
"Гинеколог пък ми каза,че ще изчезне като ми спре цикъла.",0,0,0,0,56
"Може ли да ми кажете какво да правя или на какъв доктор да отида,за да престане тази мъка.",0,0,0,0,90
"Благодаря Ви!Уважаема dessi_07,Двете образувания, които описвате най-вероятно не са свързани и са с различен произход.",0,0,0,0,118
"Предвид, че едното рецидивира и след лечение е необходимо да се обработва от хирург.",0,0,0,0,84
Най-вероятно ще се наложи и приложение на антибиотик.,0,0,0,0,53
"Второто образувание, което описвате най-вероятно е жлеза и за него трябва да се обърнете към гинеколог.",0,0,0,0,103
Аз съм на 22 години.,0,0,0,0,20
"По принцип винаги съм имала акнеична и мазна кожа, но от края на 2012 г.",0,0,0,0,72
"по необясними за мен причини цялото ми лице започна постонно да се омазнява, а също така и косата.",0,0,0,0,98
Лятото на 2012 г.,0,0,0,0,17
"над 3 месеца имах жесток косопад, окапа ми голямо количество коса.",0,0,0,0,66
Спря единствено след прием на таблетки Приорин.,0,0,0,0,47
"Но самите корени на косата ми 1 ден след миене са много мазни, а преди това се омазняваха на 2-3 дни...И така - това прекомерно отделяне на себум не спира.",0,0,0,0,155
"По принцип имам много редовен цикъл, винаги съм знаела точно кога ще ми дойде, но в последните месеци ми закъснява всеки месец с по няколко дни от очакваното..На гинеколог ходя редовно.",0,0,0,0,185
В края на 2013 г.,0,0,0,0,17
"ходих и на ендикринолог, изледваха ми TSH.",0,0,0,0,42
"Не помня точните стойности, но май беше 1.66.",0,0,0,0,45
"Лекарката каза, че всичко ми било наред.",0,0,0,0,40
"След много четене и това, че нито кремове помагат, нито нищо, се чудя дали причината не е в увеличено производство на тестостерон или други полови хормони.",0,0,0,0,155
"След като TSH е в норма, това автоматично ли значи, че и половите хормони са в норма, както ми каза лекарката, защото мен честно казано ме съмнява да е така и може би те трябва да се изследват допълнително.",0,0,0,0,206
Много ще съм Ви благодарна ако ми дадете съвет.,0,0,0,0,47
Аз съм на 22 години.,0,0,0,0,20
"По принцип винаги съм имала акнеична и мазна кожа, но от края на 2012 г.",0,0,0,0,72
"по необясними за мен причини цялото ми лице започна постонно да се омазнява, а също така и косата.",0,0,0,0,98
Лятото на 2012 г.,0,0,0,0,17
"над 3 месеца имах жесток косопад, окапа ми голямо количество коса.",0,0,0,0,66
Спря единствено след прием на таблетки Приорин.,0,0,0,0,47
"Но самите корени на косата ми 1 ден след миене са много мазни, а преди това се омазняваха на 2-3 дни...И така - това прекомерно отделяне на себум не спира.",0,0,0,0,155
"По принцип имам много редовен цикъл, винаги съм знаела точно кога ще ми дойде, но в последните месеци ми закъснява всеки месец с по няколко дни от очакваното..На гинеколог ходя редовно.",0,0,0,0,185
В края на 2013 г.,0,0,0,0,17
"ходих и на ендикринолог, изледваха ми TSH.",0,0,0,0,42
"Не помня точните стойности, но май беше 1.66.",0,0,0,0,45
"Лекарката каза, че всичко ми било наред.",0,0,0,0,40
"След много четене и това, че нито кремове помагат, нито нищо, се чудя дали причината не е в увеличено производство на тестостерон или други полови хормони.",0,0,0,0,155
"След като TSH е в норма, това автоматично ли значи, че и половите хормони са в норма, както ми каза лекарката, защото мен честно казано ме съмнява да е така и може би те трябва да се изследват допълнително.",0,0,0,0,206
"Много ще съм Ви благодарна ако ми дадете съвет.Уважаема rose_92,Тъй като основния проблем, който Ви безпокои е свързан с косата бих Ви посъветвала да се обърнете към дерматолог.",0,0,0,0,177
"Трябва да Ви прегледа специалист за да прецени какъв е проблема и как да Ви се помогне.Това, което сте ми написали не е достатъчно да ме насочи дали е възможно да имате повишено ниво на тестостерон.",0,0,0,0,198
"Наличието на акне, косопад и нередовен цикъл може да са предизвикани от хормонални проблеми.",0,0,0,0,92
Дали във вашия случай е така може само да се спекулира.,0,0,0,0,55
"Това, че ТСХ е било нормално не означава, че половите хормони са в норма.",0,0,0,0,73
ТСХ контролира щитовидната жлеза.,0,0,0,0,33
Ако имате съмнение за ендокринен проблем се консултирайте с ендокринолог.,0,0,0,0,73
Трябва да се започне с преглед и след това да се пуснат целенасочено изследвания.,0,0,0,0,81
На 26 години съм и не съм раждала.,0,0,0,0,34
"На 26 години съм и не съм раждала.Уважаема Monika_8,Проблемът е често срещан.",0,0,0,0,77
Обикновено оплаквания намаляват или изчезват след раждане.,0,0,0,0,58
Болезнеността е свързана със съкращение на мускулатурата на матката.,0,0,0,0,68
Причини за болезнена менструация могат да бъдат и някои патологични състояния.,0,0,0,0,78
Препоръчително е да проведете консултация с АГ за да изключи заболяване (особено ако оплакването се появило скоро).,0,0,0,0,115
За обезболяване може да ползвате нестероидни протвовъзпалителни средства- в аптеките се предлагат такива без рецепта.,0,0,0,0,117
Преди месец и седмица горе-долу на майка ми й направиха операция от миома на матката.,0,0,0,0,85
"Отстраниха й мисля , че две големи , а по-малките ги оставиха с хапчета да се лекуват.",0,0,0,0,86
"Преди операцията, още от както замина за Кипър, почна много да се поти, излязоха й косми по лицето.",0,0,0,0,99
"Ясно е , че това се дължи на хормонален дисбаланс.",0,0,0,0,50
"Не веднъж е имала кисти, но винаги се е оправяла.",0,0,0,0,49
В Кипър е доста влажно и всяка втора жена има операция от миоми по принцип.,0,0,0,0,75
Сега обаче след операцията започнала много да дебелее.,0,0,0,0,54
"Пие само витамини, фолиева киселина и желязо.",0,0,0,0,45
"От какво може да се дължи това, защото казва, че с всеки изминал ден, все повече се усеща , че дебелее.",0,0,0,0,103
Нормално ли е така след операция.,0,0,0,0,33
Започнала е да дебелее близо преди седмица и няколко дни.,0,0,0,0,57
"По принцип има високо кръвно, пие много кафе и пуши.",0,0,0,0,52
Преди месец и седмица горе-долу на майка ми й направиха операция от миома на матката.,0,0,0,0,85
"Отстраниха й мисля , че две големи , а по-малките ги оставиха с хапчета да се лекуват.",0,0,0,0,86
"Преди операцията, още от както замина за Кипър, почна много да се поти, излязоха й косми по лицето.",0,0,0,0,99
"Ясно е , че това се дължи на хормонален дисбаланс.",0,0,0,0,50
"Не веднъж е имала кисти, но винаги се е оправяла.",0,0,0,0,49
В Кипър е доста влажно и всяка втора жена има операция от миоми по принцип.,0,0,0,0,75
Сега обаче след операцията започнала много да дебелее.,0,0,0,0,54
"Пие само витамини, фолиева киселина и желязо.",0,0,0,0,45
"От какво може да се дължи това, защото казва, че с всеки изминал ден, все повече се усеща , че дебелее.",0,0,0,0,103
Нормално ли е така след операция.,0,0,0,0,33
Започнала е да дебелее близо преди седмица и няколко дни.,0,0,0,0,57
"По принцип има високо кръвно, пие много кафе и пуши.Уважаема stunkaa,Описанието, което сте написали не ми става ясно колко килограма е наддала за тази седмица, нито за възрастта на майка Ви или дали е в постменопауза или не.",0,0,0,0,224
"Това, което сте написали разбирам, че не са махнали матката и яйчниците.",0,0,0,0,72
Това прави малко вероятно операцията да е причина за оплакванията.,0,0,0,0,66
Това ще се отрази ли по някакъв начин на половия живот ако да - как или обратното?Благодаря!,0,0,0,0,92
"Това ще се отрази ли по някакъв начин на половия живот ако да - как или обратното?Благодаря!Уважаема beki111,Няма да имате проблем с половия живот.",0,0,0,0,147
Няма причина да се притеснявате за това.,0,0,0,0,40
Много е вероятно да имате проблем като решите да имате деца.,0,0,0,0,60
Без него нямам цикъл.,0,0,0,0,21
Още не водя полов живот.,0,0,0,0,24
"Трябва ли да ги спра със цел предпазване от бременност или не?Разбира се ще ползвам и други предпазни средства, но винаги има рискове.Мога ли и с фемостон да пия и противозачатъчни за всеки случай, или няма нужда?Благодаря предварително!",0,0,0,0,237
Без него нямам цикъл.,0,0,0,0,21
Още не водя полов живот.,0,0,0,0,24
"Трябва ли да ги спра със цел предпазване от бременност или не?Разбира се ще ползвам и други предпазни средства, но винаги има рискове.Мога ли и с фемостон да пия и противозачатъчни за всеки случай, или няма нужда?Благодаря предварително!Уважаема beki111,Не е необходимо да пиете успоредно и противозачатъчно.",0,0,0,0,308
Вие вземате хормон заместително лечение.,0,0,0,0,40
Консултирайте се с лекаря назначил Ви лечението за да Ви обясни естеството на заболяването и какво означава наличието му.,0,0,0,0,121
"Спазвам диета от година и редовно спортувам, но въпреки това не отслабвам и едвам удържам килограмите си в определени граници.",0,0,0,0,126
"Хормоналното изследване показа: пролактин 1500; тестостерон 3,1; LH 1,6; останалите хормони са в норма.",0,0,0,0,103
Откриха и множество възли на щитовидната жлеза при запазена функция на жлезата.,0,0,0,0,79
Правих ЯМР и всичко е в норма.,0,0,0,0,30
"Не могат да ми поставят диагноза, моля да ми помогнете.",0,0,0,0,55
"Спазвам диета от година и редовно спортувам, но въпреки това не отслабвам и едвам удържам килограмите си в определени граници.",0,0,0,0,126
"Хормоналното изследване показа: пролактин 1500; тестостерон 3,1; LH 1,6; останалите хормони са в норма.",0,0,0,0,103
Откриха и множество възли на щитовидната жлеза при запазена функция на жлезата.,0,0,0,0,79
Правих ЯМР и всичко е в норма.,0,0,0,0,30
"Не могат да ми поставят диагноза, моля да ми помогнете.Уважаема etty,Посетете гинеколог за да Ви се направи трансвагинална ехография на яйчници.",0,0,0,0,144
След като проведете изследването посетете ендокринолог за да обобщи направените до момента изследвания и да прецени какво още трябва да се направи.,0,0,0,0,147
Посетете диетологр които да Ви изработи диетичен режим.,0,0,0,0,55
Сама не можете да се справите с килограмите.,0,0,0,0,44
Няма как да не отслабвате ако храненето и физическата Ви активност водят до умерен енергиен дефицит.,0,0,0,0,100
Мъж съм на 37 г.,0,0,0,0,16
Занимвам се с фитнес от 8 г.,0,0,0,0,28
вече.,0,0,0,0,5
"Храня се изключително здравословно, наблягам на леките меса, яйца, кисело мляко, зеленчуци, плодове, естесвтени, бавни въглехидрати, като ориз, картофи, боб, грах, леща и т.н., сурови ядки, поне 3 л.",0,0,0,0,199
вода на ден...,0,0,0,0,14
"Избягвам сладкото и солта, а безалкохолно и алкохол не пия.",0,0,0,0,59
Не пуша.,0,0,0,0,8
"Лятото обикновено съм с около 12-13% мазнини, зимата около 15-17%.",0,0,0,0,66
"През тези години съм взимал не малко хранителни добавки, но никога стероиди или поне така си мисля.",0,0,0,0,99
Преди около 5 г.,0,0,0,0,16
"пробвах и няколко вида трибестан, поради това, че рекламата му във фитнес средите е как да кажа...нека кажем, че е доста комерсиален продукт и силно рекламиран.",0,0,0,0,160
"Пробвах няколко такива продукта на различни марки, защото в нито един от тях не получих описаните ползи във фитнеса.",0,0,0,0,116
Единствено си докарах малка гинекомастия на дясната гърда.,0,0,0,0,58
"Направих снимка на мамограф, гинекомастията се потвърди.",0,0,0,0,56
"Лекарят каза, че е малка и не е проблем, мога да си я нося и ако реша може и да се оперирам.",0,0,0,0,92
"Познати във фитнес средите ми споделиха за тамоксифен като вариант да пробвам, за да намаля гинекомастията, която принципно си беше малка, но ме дразнеше факта, че я имах.",0,0,0,0,171
Пробвах и в комбинация със спорта и тамоксифена и тя изчезна.,0,0,0,0,61
"Допускам, че е възможно някои от пробваните трибестани да е бил замърсен продукт.",0,0,0,0,81
"Въпреки, че на теория може и да има някакво обяснение за възникването на гинекомастия от чист трибестан.Второто, което трябва да се знае преди да си задам въпроса е, че преди 20-тина дни се оперирах от варикоцеле, левостранно, което съм си го имал още от пубертета и за което разбрах преди година.",0,0,0,0,297
"Заради операцията не съм влизал във фитнеса, то е ясно.Работата е там, че отново си напипвам гинекомастия в дясната гърда.Тъй като има разни теории, че варикоцелето оказва влияние върху производството на тестостерона с годините, допускам няколко хипотези за отново появилата се гинекомастия:1) тя никога не е изчезвала, тамоксифена не е свършил никаква работа.",0,0,0,0,360
"Работа е свършил фитнеса с годините тренировки и нарастването на мускулната маса в гърдите, като по този начин тя е останала скрита.",0,0,0,0,132
"След операцията ми от варикоцеле и това, че ми се налага да не тренирам за по-дълъг период от време, мускулите на гърдата са се отпуснали и тя отново е станала видима.2) твърде чувствителен съм относно гинекомастията - първо я получавам от уж безобиден трибестан, после успявам да я намаля значително с тамоксифен, но след опрацията от варикоцеле и евентуалното нарастване на производството на тестостерон през тези 20 дни, води до някакъв пик, който за тялото ми все още не е нещо нормално, тъй като то с годините само е регулирало хормоналния ми баланс тестостерон/естроген на по-ниски нива, според наличностите, които е имало - налично варикоцеле, съответно понижаване на нивата на тестостерон с годините и понижение и на естрогена.",0,0,0,0,735
Тоест баланса ми тестостерон/естроген преди операцията ми е един и сега след нея и подобрение на работата на тестисите ще е друг.,0,0,0,0,129
"Ако има доза истина в това би следвало с времето, спорта и храненето (вероятно и отново с малко помощ на тамоксифен) баланса да се регулира и гинекомастията да изчезне.Въпросът ми е - Кои от двата варианта са възможни, 1 или 2 или и двата?",0,0,0,0,239
"Наличната гинекомастия може ли да се оправи със здравословно хранене, спорт и тамоксифен или единственият начин е оперативно?Благодаря предварително!",0,0,0,0,149
Мъж съм на 37 г.,0,0,0,0,16
Занимвам се с фитнес от 8 г.,0,0,0,0,28
вече.,0,0,0,0,5
"Храня се изключително здравословно, наблягам на леките меса, яйца, кисело мляко, зеленчуци, плодове, естесвтени, бавни въглехидрати, като ориз, картофи, боб, грах, леща и т.н., сурови ядки, поне 3 л.",0,0,0,0,199
вода на ден...,0,0,0,0,14
"Избягвам сладкото и солта, а безалкохолно и алкохол не пия.",0,0,0,0,59
Не пуша.,0,0,0,0,8
"Лятото обикновено съм с около 12-13% мазнини, зимата около 15-17%.",0,0,0,0,66
"През тези години съм взимал не малко хранителни добавки, но никога стероиди или поне така си мисля.",0,0,0,0,99
Преди около 5 г.,0,0,0,0,16
"пробвах и няколко вида трибестан, поради това, че рекламата му във фитнес средите е как да кажа...нека кажем, че е доста комерсиален продукт и силно рекламиран.",0,0,0,0,160
"Пробвах няколко такива продукта на различни марки, защото в нито един от тях не получих описаните ползи във фитнеса.",0,0,0,0,116
Единствено си докарах малка гинекомастия на дясната гърда.,0,0,0,0,58
"Направих снимка на мамограф, гинекомастията се потвърди.",0,0,0,0,56
"Лекарят каза, че е малка и не е проблем, мога да си я нося и ако реша може и да се оперирам.",0,0,0,0,92
"Познати във фитнес средите ми споделиха за тамоксифен като вариант да пробвам, за да намаля гинекомастията, която принципно си беше малка, но ме дразнеше факта, че я имах.",0,0,0,0,171
Пробвах и в комбинация със спорта и тамоксифена и тя изчезна.,0,0,0,0,61
"Допускам, че е възможно някои от пробваните трибестани да е бил замърсен продукт.",0,0,0,0,81
"Въпреки, че на теория може и да има някакво обяснение за възникването на гинекомастия от чист трибестан.Второто, което трябва да се знае преди да си задам въпроса е, че преди 20-тина дни се оперирах от варикоцеле, левостранно, което съм си го имал още от пубертета и за което разбрах преди година.",0,0,0,0,297
"Заради операцията не съм влизал във фитнеса, то е ясно.Работата е там, че отново си напипвам гинекомастия в дясната гърда.Тъй като има разни теории, че варикоцелето оказва влияние върху производството на тестостерона с годините, допускам няколко хипотези за отново появилата се гинекомастия:1) тя никога не е изчезвала, тамоксифена не е свършил никаква работа.",0,0,0,0,360
"Работа е свършил фитнеса с годините тренировки и нарастването на мускулната маса в гърдите, като по този начин тя е останала скрита.",0,0,0,0,132
"След операцията ми от варикоцеле и това, че ми се налага да не тренирам за по-дълъг период от време, мускулите на гърдата са се отпуснали и тя отново е станала видима.2) твърде чувствителен съм относно гинекомастията - първо я получавам от уж безобиден трибестан, после успявам да я намаля значително с тамоксифен, но след опрацията от варикоцеле и евентуалното нарастване на производството на тестостерон през тези 20 дни, води до някакъв пик, който за тялото ми все още не е нещо нормално, тъй като то с годините само е регулирало хормоналния ми баланс тестостерон/естроген на по-ниски нива, според наличностите, които е имало - налично варикоцеле, съответно понижаване на нивата на тестостерон с годините и понижение и на естрогена.",0,0,0,0,735
Тоест баланса ми тестостерон/естроген преди операцията ми е един и сега след нея и подобрение на работата на тестисите ще е друг.,0,0,0,0,129
"Ако има доза истина в това би следвало с времето, спорта и храненето (вероятно и отново с малко помощ на тамоксифен) баланса да се регулира и гинекомастията да изчезне.Въпросът ми е - Кои от двата варианта са възможни, 1 или 2 или и двата?",0,0,0,0,239
"Наличната гинекомастия може ли да се оправи със здравословно хранене, спорт и тамоксифен или единственият начин е оперативно?Благодаря предварително!Уважаеми Reason,Нито една от теориите Ви не звучи убедително, а още по-малко да има някакви доказателства в подкрепа.",0,0,0,0,266
"Не мисля, че приема на трибестан може да се свърже с проблема Ви.",0,0,0,0,65
При гинекомастия има дисбаланс на половите хормони - андрогени/естрогени.,0,0,0,0,73
Причините са много и се изискват доста изследвания за да могат се изясни етиологията.,0,0,0,0,85
"Тамоксифенът най-вероятно Ви е помогнал, но като сте го спрели е причината довела до възникването на гинекомастията е продължила да съществува.",0,0,0,0,143
За да се реши един проблем трайно е необходимо да се премахне първопричината му.,0,0,0,0,80
Без да съм Ви преглеждала и от написаното това ми се струва за най-убедителното обяснение.,0,0,0,0,90
"Ясно е, че без преглед никой лекар няма да даде конкретно мнение.",0,0,0,0,65
"На мен ми е чудно и лично за себе си нямам обяснение, защото случая с гинекомастията и тамоксифена беше преди около 5 години и от тогава такъв проблем не съм имал.",0,0,0,0,163
"Приемът на тамоксифен беше за неповече от месец, т.е.",0,0,0,0,53
г/д за същия период от 5 г.,0,0,0,0,27
за мен този проблем не съществуваше.,0,0,0,0,36
Днес е 27-мия ден от операцията ми от варикоцеле и допреди нея гинекомастията не съществуваше.,0,0,0,0,94
"През този период от около 5 г., не съм приемал нищо друго като добавка, освен суроватъчен протеин и рибено масло, а през последните 27 дни, единствено като добавка взимам молекулярно пречистено рибено масло, минало сертификация през IFOS, с 5 звезди рейтинг.",0,0,0,0,258
За да съм максимално точен в обяснение си ще го напиша така: - от 2010 г.,0,0,0,0,73
(след появата на гинекомастията) до 27.04.2015 г.,0,0,0,0,49
"-  тамоксифен за 1 месец, + суроватъчен протеин + рибено масло - гинекомастията изчезна.",0,0,0,0,88
- от 27.04.2015 г.,0,0,0,0,18
до 24.05.2015 г.,0,0,0,0,16
- единствено и само рибено масло като добавка.,0,0,0,0,46
"В храненето нямам промяна, освен това, че намалих малко яйцата, тъй като не тренирам.",0,0,0,0,85
На 27.04.2015 г.,0,0,0,0,16
ми беше операцията от варикоцеле и някъде в посочения пероиод гинекомастията се появи отново.,0,0,0,0,93
"Никога не съм приемал стероиди, няма и да приемам.",0,0,0,0,50
"Лично за себе си го обяснявам вероятно с възобновената работа на левия тестис, както това се случва при някои младежи в пубертета и развитието на тестисите.",0,0,0,0,156
"Ясно е, че без преглед никой лекар няма да даде конкретно мнение.",0,0,0,0,65
"На мен ми е чудно и лично за себе си нямам обяснение, защото случая с гинекомастията и тамоксифена беше преди около 5 години и от тогава такъв проблем не съм имал.",0,0,0,0,163
"Приемът на тамоксифен беше за неповече от месец, т.е.",0,0,0,0,53
г/д за същия период от 5 г.,0,0,0,0,27
за мен този проблем не съществуваше.,0,0,0,0,36
Днес е 27-мия ден от операцията ми от варикоцеле и допреди нея гинекомастията не съществуваше.,0,0,0,0,94
"През този период от около 5 г., не съм приемал нищо друго като добавка, освен суроватъчен протеин и рибено масло, а през последните 27 дни, единствено като добавка взимам молекулярно пречистено рибено масло, минало сертификация през IFOS, с 5 звезди рейтинг.",0,0,0,0,258
За да съм максимално точен в обяснение си ще го напиша така: - от 2010 г.,0,0,0,0,73
(след появата на гинекомастията) до 27.04.2015 г.,0,0,0,0,49
"-  тамоксифен за 1 месец, + суроватъчен протеин + рибено масло - гинекомастията изчезна.",0,0,0,0,88
- от 27.04.2015 г.,0,0,0,0,18
до 24.05.2015 г.,0,0,0,0,16
- единствено и само рибено масло като добавка.,0,0,0,0,46
"В храненето нямам промяна, освен това, че намалих малко яйцата, тъй като не тренирам.",0,0,0,0,85
На 27.04.2015 г.,0,0,0,0,16
ми беше операцията от варикоцеле и някъде в посочения пероиод гинекомастията се появи отново.,0,0,0,0,93
"Никога не съм приемал стероиди, няма и да приемам.",0,0,0,0,50
"Лично за себе си го обяснявам вероятно с възобновената работа на левия тестис, както това се случва при някои младежи в пубертета и развитието на тестисите.Уважаеми Reason,Всяка теория изисква потвърждение.",0,0,0,0,206
Посетете лекар за да Ви се проведат необходимите изследвания.,0,0,0,0,61
Хормоналните изследвания служат за потвърждаване или отхвърляне на диагноза.,0,0,0,0,76
Не мога да кажа какво точно е търсено при пускането на тези изследвания.,0,0,0,0,72
Всички изследвани хормони са в референтни граници.,0,0,0,0,50
"Само с информацията, която споделяте не е достатъчно за да се направи заключение.",0,0,0,0,81
Посетете лекаря пуснал изследванията за да разтълкува значението на резултатите.,0,0,0,0,80
Посетете лекар за да отхвърли или приеме съществуване на възможността за перименопауза преди да включите лечение.,0,0,0,0,113
Ако се отхвърли тази възможност трябва да се търси друга причина за оплакванията.,0,0,0,0,81
"по лекарско предписание,има редовен цикъл но този месец ми закъснява с една седмица.Четох в листовката в страничните реакции-нередовен цикъл.Нормално ли е това или да се консултирам с лекар?",0,0,0,0,190
"по лекарско предписание,има редовен цикъл но този месец ми закъснява с една седмица.Четох в листовката в страничните реакции-нередовен цикъл.Нормално ли е това или да се консултирам с лекар?Уважаема wander_teddy,Закъснението в менструалния цикъл може да се дължи на много фактори.",0,0,0,0,280
